Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
mSecs,m/(sec^2),m/(sec^2),m/(sec^2)
1697302.765,-10.8452045,0.998821769,3.941088445
1697312.531,-10.2703279,1.074728819,3.736440961
1697322.296,-10.19482837,1.271881712,3.594085584
1697332.062,-10.00071116,1.115500764,3.775038186
1697341.827,-9.925659169,1.351758585,3.587929257
1697351.593,-10.04047483,1.192896498,3.644824886
1697361.359,-9.696031883,1.309474696,3.473734813
1697371.124,-9.544948167,1.263949819,3.197490948
1697380.89,-9.621520163,1.304651981,3.232599071
1697390.656,-9.469226892,1.261546215,3.077310755
1697400.421,-9.622507967,1.102676374,3.133818706
1697410.187,-9.39288068,1.060392485,3.019624262
1697419.952,-9.355935273,1.337360223,2.868011134
1697429.718,-9.433495073,1.176086778,2.804338893
1697439.484,-9.432688702,1.177699519,2.884975925
1697449.249,-9.318054477,1.136198739,2.809936964
1697459.015,-9.471379901,1.017240198,2.862009878
1697468.781,-9.395924728,1.254304389,2.715219465
1697478.546,-9.397807603,1.13053864,2.526931994
1697488.312,-9.469992944,0.860014111,3.000705574
1697498.077,-9.472274972,1.095450055,2.772502772
1697507.843,-9.626628519,1.174435269,2.72176347
1697517.609,-9.664065812,0.97648376,2.824188008
1697527.374,-9.703244865,1.255048731,2.752436556
1697537.14,-9.778833089,1.137718437,2.88592186
1697546.906,-9.93426314,1.094550642,2.727532119
1697556.671,-9.972861607,1.214276787,2.713839331
1697566.437,-9.972147969,0.935704062,2.785203105
1697576.202,-10.01096819,1.254986703,2.749335132
1697585.968,-10.39535624,1.015441371,2.772068572
1697595.734,-10.28152435,1.332335915,2.616795763
1697605.499,-10.55114109,1.291563971,2.578198538
1697615.265,-10.62780179,1.412088732,2.604436588
1697625.031,-10.78211098,1.451162646,2.558132322
1697634.796,-10.5137925,1.569338079,2.466903926
1697644.562,-10.70629698,1.728944508,2.447225388
1697654.327,-10.63044265,1.606807006,2.340350306
1697664.093,-10.40077101,1.524611818,2.230590899
1697673.859,-10.785784,1.483816613,2.190830639
1697683.624,-11.86531538,2.278600017,1.930000853
1697693.39,-14.32763012,3.117047444,1.852372202
1697703.156,-11.17630047,2.032014453,1.600722632
1697712.921,-11.02297907,1.790964931,1.548246532
1697722.687,-11.56521225,1.863421646,1.17108232
1697732.452,-10.83790933,1.776489033,0.824451629
1697742.218,-11.57148581,1.690874524,0.543726206
1697751.984,-11.34410427,1.124099153,0.204957627
1697761.749,-10.26985865,0.358744233,-0.062788336
1697771.515,-9.578384313,-0.282922472,-0.146123607
1697781.281,-9.428784319,-0.811414792,-0.570739612
1697791.046,-9.200822188,-1.537028991,-0.851449528
1697800.812,-8.663794127,-2.379895947,-0.994797361
1697810.577,-8.089373125,-2.984900095,-1.245004768
