Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
mSecs,m/(sec^2),m/(sec^2),m/(sec^2)
2293682.648,-10.28663271,1.202119203,2.105960162
2293692.413,-9.636482365,1.314727579,1.736378932
2293702.179,-9.865351663,1.038527444,1.926372186
2293711.945,-9.711219868,1.159098726,1.954936304
2293721.71,-9.750177169,1.238107201,1.905360037
2293731.476,-9.980433424,1.119133152,1.956657595
2293741.241,-9.790255325,1.234873966,1.743698293
2293751.007,-9.827063649,1.198180394,1.909019717
2293760.773,-9.672036783,1.240541819,2.027090942
2293770.538,-9.749056314,1.32034891,2.017445512
2293780.304,-9.863601839,1.282027091,2.101354547
2293790.07,-9.82876509,1.274777512,1.738875579
2293799.835,-9.788775635,1.357833345,1.891667248
2293809.601,-9.904623448,1.03690695,1.845347476
2293819.366,-9.558253278,1.237339598,1.866979911
2293829.132,-9.634692222,1.158307863,1.915393144
2293838.898,-10.09649896,1.357771316,1.888565824
2293848.663,-9.865662115,1.317906539,1.895326929
2293858.429,-9.978550549,1.242898901,2.144945066
2293868.195,-9.750044118,1.118373303,1.918665147
2293877.96,-9.865484714,1.158261342,1.913067076
2293887.726,-9.827825669,1.156656354,1.832817722
2293897.491,-9.711800454,1.317937553,1.896877641
2293907.257,-9.788106348,1.11917192,1.958595985
2293917.023,-9.86682732,1.275576128,1.778806417
2293926.788,-9.902740574,1.160672699,2.033634947
2293936.554,-9.750221519,1.2780185,1.900925
2293946.32,-9.635006707,1.077678894,1.883944702
2293956.085,-9.711756104,1.278026254,1.901312678
2293965.851,-9.557850093,1.238145969,1.907298427
2293975.616,-9.827736968,1.076833756,1.841687795
2293985.382,-9.827019299,1.158269095,1.913454754
2293995.148,-10.01813682,1.160649438,2.032471913
2294004.913,-9.520235398,1.276452281,1.822614035
2294014.679,-9.942459895,1.198157134,1.907856683
2294024.445,-9.902873625,1.280406597,2.020329836
2294034.21,-9.710905383,1.239727695,1.986384747
2294043.976,-9.864097757,1.001035255,2.051762772
2294053.741,-9.596271158,1.198226916,1.911345786
2294063.507,-9.787433029,1.240518558,2.025927907
2294073.273,-9.903994479,1.198164887,1.908244361
2294083.038,-9.827781319,1.116745055,1.837252758
2294092.804,-9.864186458,1.080857854,2.042892698
2294102.57,-9.7884168,1.398551015,1.927550728
2294112.335,-9.596045374,1.358678483,1.933924155
2294122.101,-9.827019299,1.158269095,1.913454754
2294131.866,-10.05870686,1.236432432,1.82162158
2294141.632,-9.94290743,1.237262063,1.86310313
2294151.398,-9.865529064,1.198172641,1.908632039
2294161.163,-9.711667403,1.198203655,1.910182751
2294170.929,-9.711264218,1.199010025,1.950501268
2294180.695,-9.712159289,1.277219883,1.860994162
2294190.46,-9.790299675,1.274785265,1.739263257
2294200.226,-9.711711754,1.238114954,1.905747715
2294209.991,-9.483741558,1.232516883,1.625844169
2294219.757,-9.482217518,1.315564963,1.77824816
2294229.523,-9.558700813,1.276444527,1.822226357
2294239.288,-9.790077923,1.075228769,1.761438441
2294249.054,-9.789315903,1.116752809,1.837640436
2294258.82,-9.635498593,1.156695122,1.834756112
2294268.585,-9.676112985,1.272389415,1.619470742
2294278.351,-9.674903429,1.274808526,1.740426291
2294288.116,-9.752281795,1.313897948,1.694897382
2294297.882,-9.86521458,1.27880161,1.940080482
2294307.648,-9.635051057,1.117590193,1.879509665
2294317.413,-9.637200034,1.233292239,1.664611973
2294327.179,-9.710639281,1.000259899,2.012994968
2294336.945,-9.788553883,1.158276849,1.913842432
2294346.71,-9.941520473,1.080035977,2.001798826
2294356.476,-9.787658812,1.080066991,2.003349538
2294366.241,-10.02113652,1.314650043,1.732502152
2294376.007,-10.09457576,1.081617703,2.080885147
2294385.773,-10.4007307,1.124692455,2.23462275
2294395.538,-10.82425345,1.123800796,2.190039776
2294405.304,-10.78435673,0.926671164,2.333558187
2294415.07,-10.4752908,0.809418405,2.47092027
2294424.835,-9.746016298,0.766428942,2.321447125
2294434.601,-10.09247114,1.005826956,2.291347801
2294444.366,-9.822632644,0.847042404,2.352120211
2294454.132,-9.746242082,0.605977375,2.298868755
2294463.898,-9.705131772,0.771274918,2.5637459
2294473.663,-9.747629039,0.763203461,2.160173059
2294483.429,-9.786005753,0.683373109,2.168655455
2294493.195,-9.594347964,0.922073302,2.103665108
2294502.96,-9.518223504,0.920476069,2.023803432
2294512.726,-9.594573748,0.761621735,2.081086739
2294522.491,-9.404883503,1.316386841,1.819342033
2294532.257,-9.482398952,1.115202097,1.760104828
2294542.023,-9.599496639,1.191775953,1.588797655
2294551.788,-9.368748498,1.231733774,1.586688687
2294561.554,-9.485039815,1.309920371,1.496018547
2294571.32,-9.523638281,1.429646515,1.482325758
