Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
mSecs,m/(sec^2),m/(sec^2),m/(sec^2)
620847.6868,-9.976518496,2.686963008,2.348150388
620857.4524,-9.478887209,2.682225582,2.111279105
620867.218,-9.399940453,2.686272941,2.313647042
620876.9836,-9.360668667,2.687893435,2.394671753
620886.7493,-9.399444535,2.967264776,2.363238817
620896.5149,-9.24585704,2.486747459,2.337372939
620906.2805,-9.631317563,2.485057183,2.252859126
620916.0461,-9.476020562,2.647958875,2.397943756
620925.8118,-9.361386337,2.606458096,2.322904794
620935.5774,-9.591239407,2.488290417,2.414520869
620945.343,-9.515562482,2.525798113,2.289905639
620955.1086,-9.437151962,2.648772999,2.43864995
620964.8743,-9.400879874,2.804394098,2.219704899
620974.6399,-9.361341986,2.566546797,2.327339831
620984.4055,-9.476290697,2.527418607,2.37093035
620994.1711,-9.475931862,2.568136277,2.406813829
621003.9368,-9.475081141,2.529837718,2.491885899
621013.7024,-9.322965272,2.646377149,2.318857435
621023.468,-9.362192707,2.604845355,2.242267761
621033.2336,-9.284814341,2.565755933,2.287796671
621042.9993,-9.398376094,2.369401658,2.470082886
621052.7649,-9.169865631,2.604884123,2.244206152
621062.5305,-9.438676002,2.565724919,2.286245958
621072.2961,-9.477588953,2.604822095,2.241104727
621082.0618,-9.055723291,2.642399572,2.1199786
621091.8274,-9.323594241,2.485119211,2.25596055
621101.593,-9.324622363,2.683062967,2.153148333
621111.3586,-9.324533662,2.603240368,2.162018407
621121.1243,-9.361696789,2.885837191,2.291859536
621130.8899,-9.323638591,2.52503051,2.251525513
621140.6555,-9.323727292,2.604853109,2.24265544
621150.4211,-9.362551542,2.564127686,2.206384282
621160.1868,-9.440155692,2.44276554,2.138277004
621169.9524,-9.323727292,2.604853109,2.24265544
621179.718,-9.401553193,2.68304746,2.152372977
621189.4836,-9.322606437,2.687094818,2.354740915
621199.2493,-9.437913982,2.607248959,2.362447954
621209.0149,-9.247288347,2.683884844,2.194242206
621218.7805,-9.515876966,2.445169144,2.258457196
